sample	aligner	AlignedBases	AlignedBasesPct	AlignedReadLengthMean	AlignedReadLengthMedian	AlignedReadLengthMode	AlignedReadLengthStandardDeviation	ChimericReadPairPct	DeletedBases	DeletedBasesPct	DuplicateBases	DuplicateBasesPct	DuplicateReads	DuplicateReadsPct	FilteredRecords	FilteredRecordsPct	InputFileName	InputFileSize	InsertSizeMean	InsertSizeMedian	InsertSizeMode	InsertSizeStandardDeviation	InsertedBases	InsertedBasesPct	MappedBases	MappedBasesPct	MappedReads	MappedReadsPct	MatchedBases	MatchedBasesPct	MismatchedBases	MismatchedBasesPct	PerfectBases	PerfectBasesPct	PerfectReads	PerfectReadsPct	Q20Bases	Q20BasesPct	Q30Bases	Q30BasesPct	R1AlignedBases	R1AlignedBasesPct	R1AlignedReadLengthMean	R1AlignedReadLengthMedian	R1AlignedReadLengthMode	R1AlignedReadLengthStandardDeviation	R1DeletedBases	R1DeletedBasesPct	R1InsertedBases	R1InsertedBasesPct	R1MappedBases	R1MappedBasesPct	R1MappedReads	R1MappedReadsPct	R1MatchedBases	R1MatchedBasesPct	R1MismatchedBases	R1MismatchedBasesPct	R1PerfectBases	R1PerfectBasesPct	R1PerfectReads	R1PerfectReadsPct	R1Q20Bases	R1Q20BasesPct	R1Q30Bases	R1Q30BasesPct	R1SoftClippedBases	R1SoftClippedBasesPct	R1SoftClippedReads	R1SoftClippedReadsPct	R1UnmappedBases	R1UnmappedBasesPct	R1UnmappedReads	R1UnmappedReadsPct	R1UnpairedReads	R1UnpairedReadsPct	R1YieldBases	R1YieldReads	R2AlignedBases	R2AlignedBasesPct	R2AlignedReadLengthMean	R2AlignedReadLengthMedian	R2AlignedReadLengthMode	R2AlignedReadLengthStandardDeviation	R2DeletedBases	R2DeletedBasesPct	R2InsertedBases	R2InsertedBasesPct	R2MappedBases	R2MappedBasesPct	R2MappedReads	R2MappedReadsPct	R2MatchedBases	R2MatchedBasesPct	R2MismatchedBases	R2MismatchedBasesPct	R2PerfectBases	R2PerfectBasesPct	R2PerfectReads	R2PerfectReadsPct	R2Q20Bases	R2Q20BasesPct	R2Q30Bases	R2Q30BasesPct	R2SoftClippedBases	R2SoftClippedBasesPct	R2SoftClippedReads	R2SoftClippedReadsPct	R2UnmappedBases	R2UnmappedBasesPct	R2UnmappedReads	R2UnmappedReadsPct	R2UnpairedReads	R2UnpairedReadsPct	R2YieldBases	R2YieldReads	SoftClippedBases	SoftClippedBasesPct	SoftClippedReads	SoftClippedReadsPct	TotalPairs	TotalRecords	TotalSameChrPairs	TotalSameChrPairsPct	UnfilteredRecords	UnfilteredRecordsPct	UnmappedBases	UnmappedBasesPct	UnmappedReads	UnmappedReadsPct	UnpairedReads	UnpairedReadsPct	WgsAlignedReads	WgsAlignedReadsPct	WgsCalculatedAlignedReads	WgsCovDuplicateReads	WgsCovDuplicateReadsPct	WgsCoverageBases1	WgsCoverageBases10	WgsCoverageBases100	WgsCoverageBases1000	WgsCoverageBases1000Pct	WgsCoverageBases100Pct	WgsCoverageBases10Pct	WgsCoverageBases15	WgsCoverageBases15Pct	WgsCoverageBases1Pct	WgsCoverageBases20	WgsCoverageBases20Pct	WgsCoverageBases30	WgsCoverageBases30Pct	WgsCoverageBases40	WgsCoverageBases40Pct	WgsCoverageBases50	WgsCoverageBases500	WgsCoverageBases500Pct	WgsCoverageBases50Pct	WgsCoverageBases60	WgsCoverageBases60Pct	WgsCoverageBases70	WgsCoverageBases70Pct	WgsCoverageMean	WgsCoverageMedian	WgsCoverageStandardDeviation	WgsExpectedAlignedReads	WgsFilteredLowBaseQualityBases	WgsFilteredOverlapBases	WgsReadsPaired	WgsReadsPairedWithMates	WgsTotalReads	YieldBases	YieldReads
20260507-LH01106-0005-A23K3JVLT4-s77773-23ame-ilmn-1-bylane-6-D0-PCR-FREE-ILMN-NOVASEQ.sent	sent	12153313454	98.419053	149.427496	151	151	10.661845	7.741051	4832638	0.039764	9403672376	76.569597	62275976	76.569597	0	0.0	results/day/hg38/20260507-LH01106-0005-A23K3JVLT4-s77773-23ame-ilmn-1-bylane-6-D0-PCR-FREE-ILMN-NOVASEQ/align/sent/dmd/20260507-LH01106-0005-A23K3JVLT4-s77773-23ame-ilmn-1-bylane-6-D0-PCR-FREE-ILMN-NOVASEQ.sent.dmd.cram	1005671266	569.220062	512	391	262.225008	4511394	0.037121	12348537343	100.0	81778393	100.0	12089134302	99.471921	59667758	0.490959	8561817101	69.334666	57025240	69.731426	11989365969	98.651006	11502607344	94.645854	6093761772	98.785759	149.828407	151	151	9.208042	2337950	0.038366	2227097	0.036547	6168664231	100.0	40852081	100.0	6068385285	99.583566	23149390	0.379887	4513200140	73.16333	30023658	73.493583	6048396199	99.255541	5868473030	96.302961	47650583	0.772462	1132861	2.77308	0	0.0	0	0.0	0	0.0	6168664231	40852081	6059551682	98.053011	149.02648	151	151	11.926771	2494688	0.04117	2284297	0.037697	6179873112	100.0	40926312	100.0	6020749017	99.359645	36518368	0.602658	4048616961	65.512946	27001582	65.976094	5940969770	98.043058	5634134314	92.979392	80245124	1.298491	1877856	4.588383	0	0.0	0	0.0	58808	0.143692	6179873112	40926312	127895707	1.035715	3010717	3.681556	40867504	81778393	39745708	97.115293	81778393	100.0	0	0.0	0	0.0	0	0.0	81332511	99.454768	19056535	62275976	76.152115	1630382434	4382710	313570	15046	0.000485	0.010115	0.141381	2234008	0.072067	52.594314	1553810	0.050124	1021760	0.032961	784783	0.025316	646849	40189	0.001296	0.020867	549211	0.017717	475532	0.01534	0.910697	1	86.742281	81332511	0	0	81332511	81208136	81778393	12348537343	81778393
20260507-LH01106-0005-A23K3JVLT4-s77773-23ame-ilmn-1-bylane-7-D0-PCR-FREE-ILMN-NOVASEQ.sent	sent	12050081159	98.385868	149.392227	151	151	10.780924	7.956181	4823637	0.04003	9270967234	76.117783	61397134	76.117783	0	0.0	results/day/hg38/20260507-LH01106-0005-A23K3JVLT4-s77773-23ame-ilmn-1-bylane-7-D0-PCR-FREE-ILMN-NOVASEQ/align/sent/dmd/20260507-LH01106-0005-A23K3JVLT4-s77773-23ame-ilmn-1-bylane-7-D0-PCR-FREE-ILMN-NOVASEQ.sent.dmd.cram	999489544	568.037926	512	392	259.987651	4458643	0.037001	12247776402	100.0	81111102	100.0	11985942076	99.467729	59680440	0.49527	8456310569	69.043639	56330833	69.44898	11886219115	98.640158	11404966927	94.646391	6042698692	98.768544	149.813899	151	151	9.271831	2331886	0.03859	2198414	0.036381	6118039669	100.0	40516819	100.0	6017399516	99.581327	23100762	0.382292	4463056361	72.949124	29692600	73.284628	5997841979	99.257671	5821428185	96.338217	47841008	0.781966	1131674	2.793097	0	0.0	0	0.0	0	0.0	6118039669	40516819	6007382467	98.003923	148.970464	151	151	12.088863	2491751	0.041478	2260229	0.037624	6129736733	100.0	40594283	100.0	5968542560	99.353464	36579678	0.608912	3993254208	65.145607	26638233	65.620652	5888377136	98.019015	5583538742	92.944619	81843080	1.335181	1909981	4.705049	0	0.0	0	0.0	61659	0.151891	6129736733	40594283	129684088	1.058838	3041655	3.749986	40532624	81111102	39379209	97.006785	81111102	100.0	0	0.0	0	0.0	0	0.0	80660697	99.444706	19263563	61397134	75.695105	1639314830	4408637	321712	15908	0.000513	0.010378	0.142218	2245612	0.072441	52.8825	1568613	0.050602	1027866	0.033158	792989	0.025581	653915	40899	0.001319	0.021095	550749	0.017767	476210	0.015362	0.92033	1	91.759241	80660697	0	0	80660697	80532376	81111102	12247776402	81111102
20260507-LH01106-0005-A23K3JVLT4-s77773-23ame-ilmn-1-bylane-8-D0-PCR-FREE-ILMN-NOVASEQ.sent	sent	12276006027	98.409519	149.425401	151	151	10.686242	7.67093	4904490	0.039952	9520935352	76.748519	63052552	76.748519	0	0.0	results/day/hg38/20260507-LH01106-0005-A23K3JVLT4-s77773-23ame-ilmn-1-bylane-8-D0-PCR-FREE-ILMN-NOVASEQ/align/sent/dmd/20260507-LH01106-0005-A23K3JVLT4-s77773-23ame-ilmn-1-bylane-8-D0-PCR-FREE-ILMN-NOVASEQ.sent.dmd.cram	970387452	567.911443	511	391	261.358825	4514607	0.036776	12474409131	100.0	82611981	100.0	12214100089	99.495716	57391331	0.467508	8776550987	70.356447	58457785	70.761873	12126417635	98.781457	11681127009	95.154132	6154518813	98.767849	149.81257	151	151	9.281824	2377758	0.038634	2241142	0.036415	6231297823	100.0	41266873	100.0	6129682445	99.596453	22595226	0.367132	4612323652	74.018668	30684305	74.355779	6113453933	99.332769	5952304716	96.71438	48781345	0.782844	1150348	2.787582	0	0.0	0	0.0	0	0.0	6231297823	41266873	6121487214	98.051867	149.038155	151	151	11.914066	2526732	0.041276	2273465	0.037139	6243111308	100.0	41345108	100.0	6084417644	99.394435	34796105	0.568426	4164227335	66.701155	27773480	67.174767	6012963702	98.227171	5728822293	93.585465	80579425	1.290693	1863773	4.507844	0	0.0	0	0.0	60466	0.146247	6243111308	41345108	129360770	1.037009	3014121	3.648528	41284642	82611981	40161980	97.138409	82611981	100.0	0	0.0	0	0.0	0	0.0	82154747	99.446528	19102195	63052552	76.323738	1633352053	4376163	318989	15704	0.000507	0.01029	0.14117	2245465	0.072436	52.690172	1570596	0.050666	1020228	0.032911	784535	0.025308	647538	41096	0.001326	0.020889	549845	0.017737	477797	0.015413	0.912814	1	86.221176	82154747	0	0	82154747	82029628	82611981	12474409131	82611981
20260507-LH01106-0005-A23K3JVLT4-s77775-23ame-ilmn-1-bylane-1-D0-PCR-FREE-ILMN-NOVASEQ.sent	sent	10544722691	98.364612	149.310973	151	151	11.316089	8.086458	4391854	0.04165	8378056065	78.563872	55483815	78.563872	0	0.0	results/day/hg38/20260507-LH01106-0005-A23K3JVLT4-s77775-23ame-ilmn-1-bylane-1-D0-PCR-FREE-ILMN-NOVASEQ/align/sent/dmd/20260507-LH01106-0005-A23K3JVLT4-s77775-23ame-ilmn-1-bylane-1-D0-PCR-FREE-ILMN-NOVASEQ.sent.dmd.cram	824506909	574.699436	519	380	273.340467	3910881	0.037089	10720036922	100.0	70993622	100.0	10491125728	99.491718	49686082	0.471194	7480467223	69.780237	49863685	70.236852	10418582768	98.803763	10047022768	95.280104	5285747322	98.723745	149.723447	151	151	9.914332	2151254	0.040699	1941501	0.036731	5354079027	100.0	35457477	100.0	5264122916	99.590892	19682905	0.372377	3935910514	73.512372	26199391	73.889609	5251836549	99.358449	5122737914	96.916058	45066682	0.841726	1017694	2.870182	0	0.0	0	0.0	0	0.0	5354079027	35457477	5258975369	98.006273	148.898683	151	151	12.548326	2240600	0.042605	1969380	0.037448	5365957895	100.0	35536145	100.0	5227002812	99.392038	30003177	0.570514	3544556709	66.056365	23664294	66.592181	5166746219	98.246252	4924284854	93.635823	74216734	1.383103	1658858	4.668087	0	0.0	0	0.0	81093	0.228199	5365957895	35536145	119283416	1.112715	2676552	3.77013	35455052	70993622	34574329	97.293415	70993622	100.0	0	0.0	0	0.0	0	0.0	70622557	99.477326	15138742	55483815	78.153239	1376741780	4039264	269373	9885	0.000319	0.00869	0.130302	2095765	0.067607	44.412171	1416688	0.045701	923584	0.029794	716415	0.023111	589432	30427	0.000982	0.019014	495639	0.015989	425809	0.013736	0.720597	0	70.217248	70622557	0	0	70622557	70479824	70993622	10720036922	70993622
20260507-LH01106-0005-A23K3JVLT4-s77775-23ame-ilmn-1-bylane-2-D0-PCR-FREE-ILMN-NOVASEQ.sent	sent	10615001092	98.343687	149.282973	151	151	11.379728	8.484319	4407738	0.041524	8365756058	77.914535	55402358	77.914535	0	0.0	results/day/hg38/20260507-LH01106-0005-A23K3JVLT4-s77775-23ame-ilmn-1-bylane-2-D0-PCR-FREE-ILMN-NOVASEQ/align/sent/dmd/20260507-LH01106-0005-A23K3JVLT4-s77775-23ame-ilmn-1-bylane-2-D0-PCR-FREE-ILMN-NOVASEQ.sent.dmd.cram	866826077	577.768143	522	383	274.624952	3945211	0.037166	10793779886	100.0	71481986	100.0	10558377861	99.466573	52678020	0.49626	7431002529	68.845229	49536982	69.299952	10473361144	98.665662	10061895630	94.789398	5321727615	98.730234	149.729157	151	151	9.882553	2119731	0.039832	1936333	0.036385	5390170141	100.0	35696491	100.0	5299610693	99.584403	20180589	0.379211	3937145073	73.043057	26207599	73.417858	5284793463	99.305974	5142619024	96.63439	45168745	0.837984	1024653	2.870459	0	0.0	0	0.0	0	0.0	5390170141	35696491	5293273477	97.958101	148.837064	151	151	12.685198	2288007	0.043225	2008878	0.037952	5403609745	100.0	35785495	100.0	5258767168	99.34811	32497431	0.613938	3493857456	64.657842	23329383	65.192288	5188567681	98.021908	4919276606	92.934488	76923139	1.423551	1736688	4.85305	0	0.0	0	0.0	90436	0.252717	5403609745	35785495	122091884	1.131132	2761341	3.862989	35695059	71481986	34735438	97.065691	71481986	100.0	0	0.0	0	0.0	0	0.0	71106576	99.474819	15704218	55402358	77.505342	1411025230	4116321	282552	10562	0.000341	0.009115	0.132788	2139714	0.069025	45.518132	1449660	0.046764	937111	0.03023	719636	0.023215	596127	31681	0.001022	0.01923	505332	0.016301	433834	0.013995	0.747557	0	79.055308	71106576	0	0	71106576	70952170	71481986	10793779886	71481986
20260507-LH01106-0005-A23K3JVLT4-s77775-23ame-ilmn-1-bylane-3-D0-PCR-FREE-ILMN-NOVASEQ.sent	sent	10596089454	98.363688	149.305701	151	151	11.319395	8.235405	4392758	0.041456	8373030332	78.133359	55450532	78.133359	0	0.0	results/day/hg38/20260507-LH01106-0005-A23K3JVLT4-s77775-23ame-ilmn-1-bylane-3-D0-PCR-FREE-ILMN-NOVASEQ/align/sent/dmd/20260507-LH01106-0005-A23K3JVLT4-s77775-23ame-ilmn-1-bylane-3-D0-PCR-FREE-ILMN-NOVASEQ.sent.dmd.cram	852345796	574.881771	520	401	272.469377	3971440	0.03748	10772358875	100.0	71340125	100.0	10540309147	99.473576	51808867	0.488943	7436409380	69.032321	49570117	69.484203	10459901893	98.714738	10062722127	94.966376	5311593494	98.731849	149.729284	151	151	9.897974	2134183	0.04018	1968721	0.037065	5379817732	100.0	35627932	100.0	5289691551	99.587658	19933222	0.375278	3943339904	73.298764	26249427	73.676538	5276100142	99.331776	5139318563	96.756624	45078203	0.837913	1019207	2.860696	0	0.0	0	0.0	0	0.0	5379817732	35627932	5284495960	97.996396	148.882355	151	151	12.56631	2258575	0.04274	2002719	0.037898	5392541143	100.0	35712193	100.0	5250617596	99.35891	31875645	0.603192	3493069476	64.775945	23320690	65.301758	5183801751	98.094535	4923403564	93.166947	75164631	1.393863	1696222	4.7497	0	0.0	0	0.0	85897	0.240526	5392541143	35712193	120242834	1.116216	2715429	3.806314	35626296	71340125	34710372	97.194737	71340125	100.0	0	0.0	0	0.0	0	0.0	70969088	99.479904	15518556	55450532	77.72699	1400612626	4088703	277814	10525	0.00034	0.008962	0.131897	2109363	0.068046	45.182247	1430058	0.046132	932656	0.030086	723330	0.023334	599713	31056	0.001002	0.019346	506707	0.016346	434858	0.014028	0.738846	0	74.597476	70969088	0	0	70969088	70820810	71340125	10772358875	71340125
20260507-LH01106-0005-A23K3JVLT4-s77775-23ame-ilmn-1-bylane-4-D0-PCR-FREE-ILMN-NOVASEQ.sent	sent	10641168155	98.340704	149.282902	151	151	11.387298	8.579033	4428472	0.041616	8450379780	78.509108	55962780	78.509108	0	0.0	results/day/hg38/20260507-LH01106-0005-A23K3JVLT4-s77775-23ame-ilmn-1-bylane-4-D0-PCR-FREE-ILMN-NOVASEQ/align/sent/dmd/20260507-LH01106-0005-A23K3JVLT4-s77775-23ame-ilmn-1-bylane-4-D0-PCR-FREE-ILMN-NOVASEQ.sent.dmd.cram	876602717	570.786645	517	392	269.46976	3991296	0.037508	10820715870	100.0	71660370	100.0	10583869701	99.46154	53307158	0.500952	7437916258	68.737747	49582329	69.190724	10496257673	98.638209	10075151978	94.680883	5334537080	98.718139	149.721152	151	151	9.922207	2146383	0.040236	1972118	0.036969	5403806347	100.0	35786797	100.0	5312213486	99.581527	20351476	0.381504	3943112927	72.969175	26247736	73.344748	5296667227	99.2901	5150521107	96.550479	45565136	0.843204	1031017	2.880998	0	0.0	0	0.0	0	0.0	5403806347	35786797	5306631075	97.964181	148.844926	151	151	12.668372	2282089	0.043004	2019178	0.03805	5416909523	100.0	35873573	100.0	5271656215	99.340922	32955682	0.621028	3494803331	64.516554	23334593	65.046749	5199590446	97.982889	4924630871	92.801455	76832854	1.418389	1736539	4.840719	0	0.0	0	0.0	88667	0.247165	5416909523	35873573	122397990	1.131145	2767556	3.862045	35784906	71660370	34834913	97.104665	71660370	100.0	0	0.0	0	0.0	0	0.0	71281895	99.471849	15319115	55962780	78.094461	1382331891	4054516	277804	10321	0.000333	0.008962	0.130794	2111331	0.068109	44.592546	1437425	0.04637	939452	0.030306	725734	0.023411	601674	31379	0.001012	0.019409	508317	0.016398	435997	0.014065	0.728838	0	76.920933	71281895	0	0	71281895	71130714	71660370	10820715870	71660370
20260507-LH01106-0005-A23K3JVLT4-s77775-23ame-ilmn-1-bylane-5-D0-PCR-FREE-ILMN-NOVASEQ.sent	sent	10594306299	98.344345	149.280338	151	151	11.379183	8.439214	4386622	0.041405	8347729678	77.89714	55282978	77.89714	0	0.0	results/day/hg38/20260507-LH01106-0005-A23K3JVLT4-s77775-23ame-ilmn-1-bylane-5-D0-PCR-FREE-ILMN-NOVASEQ/align/sent/dmd/20260507-LH01106-0005-A23K3JVLT4-s77775-23ame-ilmn-1-bylane-5-D0-PCR-FREE-ILMN-NOVASEQ.sent.dmd.cram	879578308	574.472807	520	385	271.430687	3959644	0.037375	10772664499	100.0	71342149	100.0	10536818163	99.457368	53528492	0.505257	7387822750	68.579345	49248774	69.031806	10447792881	98.617055	10023698340	94.614013	5311616530	98.729785	149.729967	151	151	9.87861	2121067	0.039933	1943985	0.036599	5379953481	100.0	35628831	100.0	5289306020	99.579968	20366525	0.383434	3918427435	72.833853	26083567	73.209157	5273095318	99.274774	5124857024	96.483942	45053959	0.837441	1023980	2.874021	0	0.0	0	0.0	0	0.0	5379953481	35628831	5282689769	97.959816	148.830961	151	151	12.68711	2265555	0.042886	2015659	0.038156	5392711018	100.0	35713318	100.0	5247512143	99.334096	33161967	0.627748	3469395315	64.334901	23165207	64.864337	5174697563	97.955734	4898841316	92.733845	76989093	1.427651	1750487	4.901496	0	0.0	0	0.0	88105	0.246701	5392711018	35713318	122043052	1.132896	2774467	3.888959	35625213	71342149	34686784	97.125627	71342149	100.0	0	0.0	0	0.0	0	0.0	70969201	99.47724	15686223	55282978	77.489925	1409466864	4118826	276559	10559	0.000341	0.008921	0.132869	2132967	0.068807	45.467845	1440485	0.046468	940971	0.030355	726466	0.023435	600453	31608	0.00102	0.01937	506122	0.016327	434306	0.01401	0.746583	0	77.765732	70969201	0	0	70969201	70816630	71342149	10772664499	71342149
20260507-LH01106-0005-A23K3JVLT4-s77775-23ame-ilmn-1-bylane-6-D0-PCR-FREE-ILMN-NOVASEQ.sent	sent	10634022330	98.355989	149.300184	151	151	11.319987	8.321553	4403095	0.041406	8417029467	78.26087	55741917	78.26087	0	0.0	results/day/hg38/20260507-LH01106-0005-A23K3JVLT4-s77775-23ame-ilmn-1-bylane-6-D0-PCR-FREE-ILMN-NOVASEQ/align/sent/dmd/20260507-LH01106-0005-A23K3JVLT4-s77775-23ame-ilmn-1-bylane-6-D0-PCR-FREE-ILMN-NOVASEQ.sent.dmd.cram	865842282	576.281642	521	388	274.231106	3949080	0.037136	10811768969	100.0	71601119	100.0	10577660385	99.469985	52412865	0.492879	7455615241	68.958329	49698038	69.409583	10493913117	98.682444	10085234570	94.839321	5331010002	98.731848	149.730829	151	151	9.86986	2130854	0.039971	1952169	0.036619	5399483670	100.0	35758170	100.0	5308822021	99.583794	20235812	0.379587	3943367669	73.03231	26248894	73.406704	5293887227	99.303645	5151094846	96.625121	45187505	0.836886	1026163	2.86973	0	0.0	0	0.0	0	0.0	5399483670	35758170	5303012328	97.98102	148.869754	151	151	12.589043	2272241	0.042848	1996911	0.037656	5412285299	100.0	35842949	100.0	5268838364	99.355574	32177053	0.606769	3512247572	64.893984	23449144	65.421916	5200025890	98.057963	4934139724	93.044093	75883247	1.402056	1720361	4.799719	0	0.0	0	0.0	85654	0.23897	5412285299	35842949	121070752	1.119805	2746524	3.835867	35757295	71601119	34833453	97.183558	71601119	100.0	0	0.0	0	0.0	0	0.0	71225782	99.475795	15483865	55741917	77.850623	1397515201	4056375	274503	10322	0.000333	0.008855	0.130854	2099375	0.067723	45.082276	1428199	0.046072	934277	0.030139	723070	0.023325	595486	31060	0.001002	0.01921	502124	0.016198	433060	0.01397	0.737034	0	75.059489	71225782	0	0	71225782	71076346	71601119	10811768969	71601119
20260507-LH01106-0005-A23K3JVLT4-s77775-23ame-ilmn-1-bylane-7-D0-PCR-FREE-ILMN-NOVASEQ.sent	sent	10509560846	98.319997	149.256317	151	151	11.48019	8.519729	4315713	0.041065	8271931302	77.799736	54781002	77.799736	0	0.0	results/day/hg38/20260507-LH01106-0005-A23K3JVLT4-s77775-23ame-ilmn-1-bylane-7-D0-PCR-FREE-ILMN-NOVASEQ/align/sent/dmd/20260507-LH01106-0005-A23K3JVLT4-s77775-23ame-ilmn-1-bylane-7-D0-PCR-FREE-ILMN-NOVASEQ.sent.dmd.cram	860070315	574.254685	520	380	271.302031	3907397	0.037179	10689138698	100.0	70788998	100.0	10453527910	99.466838	52125539	0.495982	7345217070	68.716641	48971938	69.180154	10370086946	98.672886	9967456047	94.841794	5269384576	98.714606	149.714052	151	151	9.947752	2085574	0.039579	1913167	0.036307	5337998886	100.0	35350986	100.0	5247383059	99.582465	20088350	0.381228	3887884661	72.834123	25881859	73.213966	5232716467	99.304129	5093120505	96.65494	45260650	0.847895	1022839	2.893382	0	0.0	0	0.0	0	0.0	5337998886	35350986	5240176270	97.926357	148.798844	151	151	12.81383	2230139	0.042558	1994230	0.038057	5351139812	100.0	35438012	100.0	5206144851	99.350567	32037189	0.611376	3457332409	64.609271	23090079	65.156248	5137370479	98.038123	4874335542	93.018542	77517042	1.448608	1741142	4.913204	0	0.0	0	0.0	88101	0.248606	5351139812	35438012	122777692	1.148621	2763981	3.904535	35349911	70788998	34399943	97.070747	70788998	100.0	0	0.0	0	0.0	0	0.0	70412838	99.468618	15631836	54781002	77.386322	1405062434	4112708	273489	10400	0.000335	0.008822	0.132671	2117704	0.068315	45.325763	1431991	0.046194	935909	0.030191	722387	0.023303	596188	31304	0.00101	0.019232	504919	0.016288	433286	0.013977	0.743765	0	78.593257	70412838	0	0	70412838	70260870	70788998	10689138698	70788998
20260507-LH01106-0005-A23K3JVLT4-s77775-23ame-ilmn-1-bylane-8-D0-PCR-FREE-ILMN-NOVASEQ.sent	sent	10723284367	98.354591	149.297379	151	151	11.352673	8.214627	4452547	0.041522	8503529666	78.405521	56314766	78.405521	0	0.0	results/day/hg38/20260507-LH01106-0005-A23K3JVLT4-s77775-23ame-ilmn-1-bylane-8-D0-PCR-FREE-ILMN-NOVASEQ/align/sent/dmd/20260507-LH01106-0005-A23K3JVLT4-s77775-23ame-ilmn-1-bylane-8-D0-PCR-FREE-ILMN-NOVASEQ.sent.dmd.cram	835459159	574.7251	519	394	273.515777	3970723	0.037029	10902678066	100.0	72203166	100.0	10668972569	99.493515	50341075	0.469456	7627481067	69.959702	50846449	70.421357	10595698691	98.8102	10222398076	95.328984	5375171107	98.716855	149.712111	151	151	9.951533	2169699	0.040365	1961927	0.0365	5445038860	100.0	36059860	100.0	5353453186	99.595959	19755994	0.367542	4018401959	73.799326	26750438	74.183422	5341392174	99.371575	5213454378	96.991412	46239575	0.849206	1041875	2.889293	0	0.0	0	0.0	0	0.0	5445038860	36059860	5348113260	97.993163	148.882857	151	151	12.584691	2282848	0.042685	2008796	0.037561	5457639206	100.0	36143306	100.0	5315519383	99.390554	30585081	0.571885	3609079108	66.128943	24096011	66.667977	5254306517	98.245984	5008943698	93.658145	76051209	1.393482	1702020	4.709088	0	0.0	0	0.0	86333	0.238863	5457639206	36143306	122290784	1.121658	2743895	3.800242	36056973	72203166	35135377	97.211298	72203166	100.0	0	0.0	0	0.0	0	0.0	71825001	99.476249	15510235	56314766	77.994871	1399547672	4113912	278847	10379	0.000335	0.008995	0.13271	2129065	0.068681	45.147904	1444290	0.046591	939839	0.030318	727006	0.023452	596755	31392	0.001013	0.019251	504991	0.01629	433991	0.014	0.738194	0	74.104595	71825001	0	0	71825001	71674666	72203166	10902678066	72203166
20260507-LH01106-0005-A23K3JVLT4-s77778-23ame-ilmn-1-bylane-1-D0-PCR-FREE-ILMN-NOVASEQ.sent	sent	7839199996	98.254546	149.163267	151	151	12.030671	7.337168	3002805	0.038305	5975778341	75.302202	39574691	75.302202	0	0.0	results/day/hg38/20260507-LH01106-0005-A23K3JVLT4-s77778-23ame-ilmn-1-bylane-1-D0-PCR-FREE-ILMN-NOVASEQ/align/sent/dmd/20260507-LH01106-0005-A23K3JVLT4-s77778-23ame-ilmn-1-bylane-1-D0-PCR-FREE-ILMN-NOVASEQ.sent.dmd.cram	643342761	577.730113	521	19	276.774902	2762296	0.035237	7978460386	100.0	52837486	100.0	7798927867	99.486272	37509833	0.478491	5573000558	69.850576	37207151	70.418095	7737296157	98.700073	7439326431	94.899051	3923015599	98.652658	149.589625	151	151	10.672499	1443720	0.036801	1349037	0.034388	3976593909	100.0	26335059	100.0	3907150052	99.595578	14516510	0.370034	2935365419	73.816072	19569835	74.310959	3896092665	99.313718	3790863584	96.631367	36987336	0.930126	785282	2.981888	0	0.0	0	0.0	0	0.0	3976593909	26335059	3916184397	97.858947	148.738594	151	151	13.232101	1559085	0.039811	1413259	0.036088	4001866477	100.0	26502427	100.0	3891777815	99.376776	22993323	0.587136	2637635139	65.910124	17637316	66.549814	3841203492	98.085358	3648462847	93.163714	59541262	1.487837	1284821	4.847937	0	0.0	0	0.0	154310	0.582249	4001866477	26502427	96528598	1.209865	2070103	3.917868	26348117	52837486	25685001	96.915656	52837486	100.0	0	0.0	0	0.0	0	0.0	52554494	99.464411	12979803	39574691	74.898891	1247041616	3056180	155423	6433	0.000208	0.005014	0.098589	1661611	0.053602	40.228242	1145176	0.036942	730446	0.023563	543316	0.017527	432031	24245	0.000782	0.013937	349687	0.011281	281472	0.00908	0.61772	0	56.132703	52554494	0	0	52554494	52353058	52837486	7978460386	52837486
